416	4033	BML
1209	3369	BML
4682	2746	BML
4166	1286	BML
3970	2075	BML
3211	2005	BML
3988	1543	BML
4556	509	BML
1226	4698	BML
2303	118	BML
901	4689	BML
3041	258	BML
460	1150	BML
1257	3151	CIA
2817	4937	BML
3618	3323	BML
4002	3103	BML
536	1150	BML
1817	843	BML
2745	2022	BML
3807	81	BML
1406	2384	BML
3618	2745	BML
308	760	BML
4166	1029	BML
4717	275	NAM
739	449	BML
1905	4843	BML
268	4821	NAM
3970	1866	BML
1667	4219	CIA
4682	4514	BML
4147	268	NAM
4935	22	BML
4019	4728	BML
1513	2668	BML
3276	1286	BML
4698	3975	CIA
1768	4209	BML
22	4514	BML
2616	3843	BML
4152	2591	NAM
4607	3074	BML
953	3151	BML
3475	4679	BML
4388	865	BML
1957	2692	BML
11	527	NAM
4347	211	NAM
3892	1545	BML
4390	3578	CIA
3475	416	BML
3265	4603	BML
449	4438	BML
667	4809	BML
4809	1477	BML
4245	4400	BML
2701	1640	BML
1942	4019	BML
4717	447	NAM
4705	268	NAM
1532	3469	BML
168	603	BML
2377	2591	NAM
4819	1150	BML
2799	1822	BML
420	2495	NAM
3151	949	BML
83	4262	BML
4400	4514	BML
3398	1206	BML
209	3980	BML
2493	3235	NAM
3475	2745	BML
4727	3988	BML
3139	4937	BML
3984	1294	BML
4390	1015	BML
2800	2668	BML
2844	211	BML
2098	4608	NAM
4857	4607	BML
2303	3124	BML
1905	2055	BML
3012	3314	NAM
1406	2746	BML
4110	2661	NAM
1015	4814	BML
2549	3323	BML
953	4017	BML
2616	2968	BML
4561	4851	NAM
3980	3578	BML
3151	2768	BML
1635	1950	BML
3578	3147	BML
2345	4827	NAM
4259	3129	BML
4438	4991	BML
893	2005	BML
1688	4689	BML
83	2055	BML
3836	4002	BML
195	4562	BML
161	3858	BML
2276	1145	NAM
169	2075	BML
1616	3807	BML
1405	4095	BML
573	1167	BML
258	4400	BML
4607	4935	BML
3704	4249	CIA
667	22	BML
4438	2916	BML
3246	852	BML
1063	3829	BML
1688	4400	BML
3892	484	BML
3618	897	BML
955	3211	CIA
420	3987	BML
3583	22	BML
183	1790	NAM
1173	4689	BML
1029	1752	BML
4019	4437	BML
1102	2968	BML
611	637	NAM
3459	3246	NAM
939	351	BML
3323	4991	BML
2198	3491	BML
1167	4937	BML
893	3987	BML
4891	1406	BML
2525	3160	BML
648	3235	NAM
4152	2346	NAM
398	3074	BML
2844	3469	BML
416	1206	BML
1616	4390	BML
4437	3265	BML
2817	4689	BML
536	1092	BML
4424	4249	CIA
2198	2161	BML
2780	113	BML
1773	4735	BML
4947	2261	NAM
939	4682	BML
3074	1114	BML
3583	3671	BML
3475	1242	BML
3276	3398	BML
3977	4735	BML
1091	1543	BML
1573	1206	BML
195	3124	BML
3074	723	BML
2101	3727	BML
1738	4994	BML
1545	1899	BML
3843	484	BML
901	3842	BML
667	3858	BML
4034	3147	CIA
1226	3980	BML
4705	1222	NAM
2494	2892	NAM
4505	3211	BML
1957	3151	BML
2316	2377	NAM
3618	509	BML
2276	2904	BML
4878	3147	BML
3836	628	BML
1959	2159	BML
3807	4154	BML
2047	3235	BML
210	2892	NAM
398	1513	BML
4437	4219	CIA
1464	4388	BML
1405	3124	BML
2357	1145	NAM
3338	2904	CIA
4033	1543	BML
999	2904	BML
4819	3147	BML
1905	1406	BML
953	2101	BML
1899	2075	BML
308	3246	BML
1635	3633	BML
4901	509	CIA
1063	3265	BML
1286	2701	BML
4356	4437	BML
4857	897	BML
982	2780	BML
357	3728	BML
1514	3129	BML
2047	398	BML
447	3235	NAM
536	3147	BML
258	2631	NAM
2075	2215	BML
3839	3200	BML
2477	1514	BML
967	4766	BML
3984	1822	BML
1688	668	BML
917	2276	BML
3632	1091	BML
3839	3103	BML
1884	1743	BML
1950	4073	BML
973	4400	BML
4975	628	BML
4526	4110	NAM
2159	597	BML
1464	4843	BML
1545	484	BML
973	3785	BML
4088	2659	NAM
4259	2701	BML
2525	2904	BML
1464	2768	BML
3632	4766	BML
389	3358	BML
4301	4682	BML
1477	1092	BML
2161	5052	BML
3727	893	BML
1942	4166	BML
420	4557	NAM
2198	4603	BML
3678	3459	NAM
3892	628	BML
1242	3200	BML
2226	3858	BML
1514	1173	BML
1551	4390	BML
2346	2399	NAM
4607	2658	BML
83	2005	BML
4819	4935	BML
4253	4392	NAM
2198	3211	BML
4698	3358	BML
195	449	BML
1957	2291	BML
3578	3235	BML
4679	1743	BML
2055	1787	BML
3836	4679	BML
2794	3200	BML
893	2799	BML
4081	960	NAM
2254	1092	BML
2281	3678	NAM
2226	4002	BML
3012	2660	NAM
4303	3157	NAM
2799	1532	BML
4560	2011	NAM
3578	668	BML
4826	1640	BML
5047	3147	CIA
1248	628	BML
3726	3124	BML
2799	865	BML
3892	3124	BML
4347	2957	NAM
2712	881	BML
1942	1114	BML
881	4148	BML
4259	1706	BML
2658	3074	BML
968	5052	BML
2357	2229	NAM
1550	949	BML
4857	2768	BML
4437	1743	BML
3978	161	BML
4009	4437	BML
4101	4891	BML
1317	3211	BML
2303	4033	BML
4526	2773	NAM
648	3975	NAM
1146	2692	BML
4443	4438	BML
2276	968	BML
443	4055	BML
603	1743	BML
420	2159	BML
784	4455	NAM
4556	398	BML
973	3963	BML
2957	4718	NAM
416	4727	BML
881	4935	BML
3074	3743	BML
4245	843	BML
4558	3235	NAM
447	4851	NAM
3970	2159	BML
4259	3358	BML
4938	2291	BML
3773	2011	NAM
4901	2601	CIA
1464	1029	BML
2281	2495	NAM
760	2780	BML
2658	2692	BML
4002	2254	BML
2800	1146	BML
648	637	NAM
4437	3829	BML
3984	4836	BML
3012	4717	NAM
2817	2904	BML
4390	509	BML
1551	2254	BML
4505	1015	BML
217	3491	BML
536	4356	BML
2616	4843	BML
4002	162	BML
2892	4821	NAM
1635	3369	BML
4682	851	BML
2836	4455	NAM
1317	416	BML
1255	961	CIA
739	4148	BML
3246	4843	BML
4556	2254	BML
1317	113	BML
939	1405	BML
4719	1170	NAM
420	4496	BML
2844	4438	BML
4809	2794	BML
1967	973	BML
3978	3129	BML
2525	2456	BML
4938	865	BML
3728	4514	BML
4534	3491	NAM
2291	3424	BML
4826	2794	BML
1545	2159	BML
949	1787	BML
4682	3785	BML
4303	3797	NAM
1667	2601	CIA
83	4891	BML
3508	4891	BML
865	2005	BML
2124	3785	BML
739	3398	BML
3323	3200	BML
843	3267	BML
4055	1817	BML
389	628	BML
2276	4635	BML
4437	351	BML
398	4603	BML
502	968	BML
1102	3103	BML
2161	3358	BML
1967	4679	BML
4809	2075	BML
901	2916	BML
2161	386	BML
3211	1857	BML
2276	3074	BML
901	3839	BML
2226	1206	BML
3578	4438	CIA
3211	4249	CIA
4147	4734	NAM
183	4236	NAM
420	565	NAM
4777	2916	BML
2254	1405	BML
3459	4820	NAM
2616	3988	BML
739	386	BML
3508	4437	BML
3975	3235	NAM
1790	2957	NAM
1167	3842	BML
4301	4073	BML
1752	22	BML
217	897	BML
2745	3829	BML
865	851	BML
3518	1787	BML
4166	4388	BML
3975	4728	CIA
1406	4603	BML
3560	2494	NAM
4049	1092	BML
2616	1866	BML
1645	422	BML
209	3103	BML
5007	2794	BML
3431	1526	BML
3041	4679	BML
10	3157	NAM
1513	3235	BML
1701	1173	BML
2346	2011	NAM
3166	3246	NAM
573	5007	BML
4826	949	BML
739	4935	BML
1226	1822	BML
420	2276	NAM
2658	2276	BML
2229	4973	NAM
1701	4777	BML
536	4679	BML
1278	4971	NAM
3265	1066	BML
760	1092	BML
939	4727	BML
2101	1146	BML
2276	3632	BML
949	4814	BML
416	1866	BML
217	3743	BML
4017	4514	BML
1967	1822	BML
1617	1080	NAM
2768	1959	BML
2835	2319	NAM
4562	3246	BML
4009	3727	BML
843	924	BML
2536	4249	CIA
4994	1787	BML
4717	4095	BML
953	3977	BML
460	852	BML
1029	2668	BML
3475	4400	BML
2768	3839	BML
3560	653	NAM
3508	967	BML
611	3081	NAM
1015	484	BML
1551	1015	BML
4975	1063	BML
917	3129	BML
460	3491	BML
449	1813	BML
3624	1092	BML
101	2660	NAM
667	2780	BML
4809	1884	BML
3678	1222	NAM
420	268	NAM
687	4718	NAM
2226	4245	BML
1209	2384	BML
4009	3358	BML
2586	897	BML
1768	893	BML
3508	628	BML
4259	3160	BML
449	4843	BML
1967	1866	BML
83	835	BML
4534	3560	NAM
1942	536	BML
2631	4191	NAM
3842	4717	BML
484	597	BML
1545	4146	BML
1278	2399	NAM
2800	843	BML
268	3246	NAM
739	3491	BML
1406	2159	BML
2538	2745	BML
667	2124	BML
1406	1294	BML
1545	1477	BML
4347	3793	NAM
1635	3785	BML
11	4718	NAM
2377	275	NAM
3892	1635	BML
1738	3743	BML
3807	865	BML
1278	4922	NAM
2668	4766	BML
2572	4836	BML
2281	652	NAM
83	2591	CIA
2456	113	BML
4055	4991	BML
389	3200	BML
308	1513	BML
3843	1773	BML
2968	3624	BML
2124	386	BML
4562	2075	BML
268	547	NAM
4392	2591	NAM
3	4407	BML
2586	917	BML
982	83	BML
4320	210	NAM
2659	4392	NAM
972	3358	BML
2658	1795	NAM
2836	4449	NAM
2658	843	BML
3727	169	BML
3671	4717	BML
83	3469	BML
2800	4682	BML
586	389	BML
1286	4836	BML
2712	1242	BML
1617	2495	NAM
1573	2904	BML
4356	81	BML
2746	3491	BML
667	3323	BML
4443	1066	BML
4556	4878	BML
999	1959	BML
2276	949	BML
4496	2101	BML
851	3491	BML
1868	968	BML
113	897	BML
1464	3424	BML
1029	3963	BML
4994	3124	BML
357	1532	BML
3807	4034	CIA
3892	4766	BML
2161	1294	BML
1029	1102	BML
4081	653	NAM
3807	2075	BML
3246	1405	BML
3593	4236	NAM
3726	3211	BML
628	4388	BML
3618	4443	BML
1526	3358	BML
389	1406	BML
1222	3491	NAM
420	2011	NAM
3583	897	BML
2768	1706	BML
389	1150	BML
2198	4857	BML
3727	4635	BML
917	398	BML
4301	5052	BML
416	1959	BML
4819	3829	BML
4901	258	BML
195	1405	BML
1278	2659	NAM
972	4438	BML
2268	3797	NAM
3743	668	BML
1317	1063	BML
1667	83	CIA
4002	4682	BML
667	1464	BML
843	999	BML
967	1393	BML
4407	1150	BML
2525	3140	BML
3265	1787	BML
1635	1866	BML
308	162	BML
3508	3963	BML
4303	1080	NAM
258	3147	BML
1209	1406	BML
4100	3578	CIA
1464	2075	BML
3726	4878	BML
502	2794	BML
2276	1706	BML
4388	1822	BML
398	4878	BML
4400	3369	BML
972	4935	BML
4392	4110	NAM
4878	2215	BML
2316	2836	NAM
2616	1817	BML
2712	1817	BML
4607	4728	BML
1942	2549	BML
4002	2159	BML
3773	565	NAM
3012	2659	NAM
4146	1866	BML
4209	1899	BML
2525	1477	BML
3836	3559	CIA
939	1242	BML
4607	4341	BML
2276	2022	BML
2261	2773	NAM
851	2384	BML
308	3785	BML
4975	3836	BML
4073	3147	BML
4819	4603	BML
3246	4735	BML
4809	1866	BML
2047	3265	BML
1406	1752	BML
2047	4341	BML
4728	3785	BML
4607	4843	BML
924	3200	BML
1242	2780	BML
3978	2987	BML
4437	3074	BML
901	4341	BML
209	4110	NAM
3160	1787	BML
667	1393	BML
939	4033	BML
258	611	NAM
4166	968	BML
3166	1170	NAM
1752	3829	BML
3140	1226	BML
398	1822	BML
2957	4717	NAM
2261	4734	NAM
209	169	BML
603	2668	BML
3560	2399	NAM
2477	1477	BML
113	386	BML
3632	1752	BML
1405	3160	BML
2281	2377	NAM
1792	2659	NAM
3980	972	BML
4049	4514	BML
2968	2916	BML
420	865	BML
23	4991	BML
4505	1706	BML
1937	3103	BML
527	2098	NAM
4777	865	BML
1817	3200	BML
1868	4735	BML
3140	4055	BML
4109	211	NAM
687	3797	NAM
1393	603	BML
3265	4049	BML
4698	113	BML
443	1513	BML
1817	1209	BML
209	4827	NAM
502	1822	BML
3618	4009	BML
2987	22	BML
2047	3728	BML
4735	4814	BML
1015	893	BML
1551	502	BML
3508	3836	BML
1617	1145	NAM
1550	1543	BML
4259	3726	BML
547	2229	NAM
3726	1532	BML
4705	2591	NAM
4437	4679	BML
3246	2399	NAM
1094	2011	NAM
2768	4350	BML
3807	509	CIA
1114	3743	BML
4698	422	BML
3041	4166	BML
3041	3139	BML
2768	1532	BML
1899	23	BML
3129	3858	BML
1884	1150	BML
2817	1543	BML
1167	1029	BML
443	398	BML
4728	1405	BML
113	1787	BML
420	3678	NAM
3632	3424	BML
3151	1790	NAM
2538	973	BML
416	2904	BML
4698	169	BML
3166	3593	NAM
4407	4935	BML
3431	628	BML
81	2668	BML
3978	2844	BML
3797	2229	NAM
4055	4878	BML
2303	2701	BML
4505	536	BML
3246	4820	NAM
420	2800	BML
901	1242	BML
865	3200	BML
1959	161	BML
398	3980	BML
901	1752	BML
4081	1790	NAM
3151	2161	BML
968	509	BML
3107	275	NAM
161	4438	BML
2159	113	BML
1464	3491	BML
2586	4388	BML
1550	4935	BML
3988	3469	BML
3314	2702	NAM
1817	4514	BML
195	723	BML
2658	4558	NAM
420	3246	NAM
2525	3858	BML
1114	351	BML
597	23	BML
3246	1787	BML
3323	4148	BML
4557	2660	NAM
3518	1937	BML
1317	2159	BML
3398	4777	BML
1790	1170	NAM
4526	3157	NAM
4809	1022	NAM
4938	1029	BML
3276	4857	BML
3124	1743	BML
420	495	NAM
1063	4154	BML
1464	1743	BML
924	1146	BML
3807	2668	BML
1226	3518	BML
4390	1857	BML
1868	1768	BML
4347	2659	NAM
667	2572	BML
4095	897	BML
2226	2549	BML
4147	4392	NAM
1942	3633	BML
1738	3858	BML
1543	2904	BML
4702	4558	NAM
3431	4562	BML
1526	1091	BML
118	4735	BML
917	23	BML
2538	3727	BML
1645	4717	BML
4166	3807	BML
4081	1145	NAM
3398	161	BML
611	4151	NAM
2668	509	BML
4009	1091	BML
4081	4971	NAM
4556	4073	BML
2538	2658	BML
1278	565	NAM
953	1294	BML
917	3726	BML
1573	2075	BML
4534	268	NAM
1635	162	BML
4017	1294	BML
4901	851	BML
209	3842	BML
3356	4679	BML
3963	603	BML
3147	4735	BML
4080	3822	NAM
1477	4878	BML
1146	2161	BML
4390	1545	BML
4033	1029	BML
2586	2616	BML
4390	422	BML
4400	161	BML
4151	4820	NAM
2586	2572	BML
2303	1173	BML
3012	354	NAM
2477	2780	BML
1514	4496	BML
2835	1795	NAM
687	3440	NAM
3970	1768	BML
1551	3041	BML
1015	967	BML
4705	3246	NAM
2195	3246	NAM
4819	1967	BML
1102	4095	BML
4101	897	BML
3166	10	NAM
4262	3988	BML
4809	4558	NAM
3987	3139	BML
3129	4154	BML
4109	527	NAM
3978	4350	BML
893	3583	BML
161	597	BML
3323	835	BML
4496	2303	BML
4400	3160	BML
2022	1066	BML
527	4190	NAM
573	3323	BML
805	2023	NAM
4560	3822	NAM
1967	211	BML
4994	1167	BML
2303	4095	BML
4938	3785	BML
1029	1513	BML
4356	1150	BML
573	2586	BML
3421	3129	BML
3727	4843	BML
3728	949	BML
4009	3129	BML
4443	22	BML
3593	4809	NAM
843	3988	BML
1464	2799	BML
3	1619	BML
4809	3491	NAM
2586	2161	BML
217	4154	BML
3421	3633	BML
2549	1706	BML
2616	4727	BML
960	4558	NAM
687	3151	NAM
1146	2572	BML
3727	2005	BML
11	4809	NAM
3984	484	BML
4033	1866	BML
1667	4249	CIA
2572	1640	BML
3988	1513	BML
4557	2702	NAM
865	1513	BML
2768	4245	BML
527	3491	NAM
3012	4561	NAM
1248	2159	BML
4698	1619	BML
4717	1080	NAM
1222	3246	NAM
1206	4728	BML
1905	162	CIA
3	4727	BML
4901	3518	BML
420	398	BML
1206	4438	BML
4698	1619	CIA
2276	2023	NAM
784	1596	NAM
11	4191	NAM
1738	2022	BML
416	3980	BML
495	4827	NAM
4095	3424	BML
573	161	BML
2303	4843	BML
739	2799	BML
4496	4095	BML
1029	4148	BML
258	4679	BML
2968	1405	BML
3491	4836	BML
4891	2904	BML
4388	1967	BML
628	162	BML
1464	4356	BML
586	118	BML
3970	1513	BML
3211	2916	BML
2055	723	BML
449	4728	BML
195	1959	BML
4151	4717	NAM
667	3727	BML
967	2746	BML
4245	1393	BML
547	4821	NAM
1752	1513	BML
4496	1743	BML
10	258	NAM
3843	4049	BML
3431	2303	BML
3166	2023	NAM
2047	4937	BML
3469	2005	BML
3140	2291	BML
2159	4991	BML
667	3074	BML
1015	2291	BML
2022	1813	BML
852	2916	BML
4356	1773	BML
967	3074	BML
4146	3963	BML
1616	3358	BML
3314	805	NAM
3618	1294	BML
924	2794	BML
101	2011	NAM
1667	1619	CIA
1550	4635	BML
1817	2215	BML
4392	42	NAM
2345	637	NAM
4556	2456	BML
3166	4971	NAM
83	4607	BML
2291	4514	BML
1738	999	BML
4320	3246	NAM
2101	3074	BML
881	4836	BML
3970	3963	BML
1514	2005	BML
999	3139	BML
268	2702	NAM
1477	835	BML
1094	4109	NAM
2055	161	BML
3431	4991	BML
1406	1743	BML
4209	668	BML
3151	972	BML
495	2591	NAM
687	1405	BML
4809	3785	BML
3963	4148	BML
2800	4400	BML
1768	949	BML
4088	3851	NAM
4303	2399	NAM
1514	81	BML
3807	4148	BML
1768	4679	BML
4190	2702	NAM
1550	4049	BML
4717	1102	BML
2549	2161	BML
1550	2701	BML
389	2616	BML
1146	3633	BML
4891	2572	BML
3807	3211	BML
4019	3147	BML
1645	2572	BML
3618	211	BML
3012	1617	NAM
2538	2768	BML
536	3978	BML
3475	852	BML
389	3839	BML
1573	3424	BML
4148	162	BML
484	4728	BML
1738	2276	BML
3276	3728	BML
723	4095	BML
1063	3211	BML
4505	917	BML
3843	1532	BML
4081	4734	NAM
4809	3469	BML
949	4735	BML
4259	416	BML
398	1532	BML
1146	3624	BML
1477	1706	BML
4857	4728	BML
1701	4994	BML
1526	211	BML
209	1255	CIA
4407	3578	BML
4901	955	CIA
4002	2692	BML
2291	4341	BML
1645	4557	NAM
3797	2377	NAM
2586	3704	BML
3475	1206	BML
3323	211	BML
1640	5052	BML
1102	118	BML
784	2773	NAM
573	1066	BML
2101	3987	BML
420	2799	BML
3151	3246	NAM
4438	22	BML
2456	4935	BML
2817	1635	BML
1640	3103	BML
3843	852	BML
536	1957	BML
949	1619	BML
4682	3424	BML
4496	398	BML
1393	4049	BML
2276	509	BML
3323	4438	BML
1248	2055	BML
484	118	BML
449	1752	BML
4857	83	BML
1942	973	BML
1146	4937	BML
2538	3491	BML
2631	3851	NAM
4901	4635	BML
1206	1092	BML
1768	4055	BML
2799	4635	BML
1868	1787	BML
4437	1543	BML
2291	4935	BML
2384	3369	BML
3726	1029	BML
1209	2701	BML
217	4819	BML
1393	3858	BML
4009	1959	BML
4236	4947	NAM
2799	4034	CIA
3560	4851	NAM
357	4857	BML
4356	3160	BML
4146	3074	BML
113	1866	BML
1738	81	BML
939	211	BML
389	4935	BML
586	1150	BML
536	4388	BML
784	4973	NAM
1573	4437	BML
2794	1743	BML
687	2800	BML
1206	1066	BML
999	3704	BML
3836	4717	BML
4891	1150	BML
4100	2536	CIA
1206	2904	BML
4496	3980	BML
3041	398	BML
1514	4148	BML
4002	398	BML
4826	449	BML
4562	3267	BML
4826	113	BML
4556	1857	BML
4443	162	BML
687	852	BML
2276	1102	BML
2291	973	BML
2659	611	NAM
586	3632	BML
3633	3977	BML
4719	1080	NAM
1701	449	BML
1688	502	BML
3797	2660	NAM
3276	4055	BML
2794	4766	BML
2495	2399	NAM
4717	1950	BML
1206	3987	BML
1102	1635	BML
4033	2075	BML
1752	603	BML
3892	2538	BML
4777	4935	BML
4878	2794	BML
195	4301	BML
4556	1406	BML
949	4937	BML
739	5052	BML
2659	3107	NAM
1242	1092	BML
2525	2159	BML
3129	4438	BML
389	3632	BML
2226	3124	BML
4259	509	BML
1905	1114	BML
4101	4556	BML
83	274	CIA
2957	2377	NAM
3421	2745	BML
4809	4154	BML
4253	2195	NAM
2477	4975	BML
3843	4438	BML
3970	3988	BML
1257	3836	CIA
527	4719	NAM
4809	1526	BML
3074	4728	BML
4303	210	NAM
2817	1813	BML
4081	4557	NAM
4438	4645	CIA
1405	2005	BML
4388	4514	BML
611	3235	NAM
560	3151	NAM
3041	3836	BML
4635	3147	BML
4049	4603	BML
1094	4702	NAM
3743	4935	BML
3356	4878	BML
3633	23	BML
4827	2023	NAM
893	4836	BML
1464	4891	BML
586	1550	BML
3704	4073	BML
1616	2005	BML
3671	5052	BML
2316	210	NAM
1573	386	BML
1114	597	BML
3508	3977	BML
1278	2702	NAM
3431	416	BML
1167	118	BML
2538	1286	BML
939	4002	BML
3737	447	NAM
1526	4679	BML
652	2494	NAM
2817	1029	BML
3323	1813	BML
1905	1029	BML
4017	5052	BML
4809	3975	NAM
209	4496	BML
4826	2701	BML
4717	2011	NAM
1868	2124	BML
3583	2916	BML
2124	1092	BML
4081	3246	NAM
4166	628	BML
308	4166	BML
968	4689	BML
1114	1787	BML
3728	2692	BML
81	4766	BML
2494	4971	NAM
398	1406	BML
209	1406	BML
3807	4735	BML
3836	3338	CIA
1513	23	BML
4938	1545	BML
3583	3785	BML
3124	4689	BML
217	3129	BML
1146	1787	BML
4438	2215	BML
258	2005	BML
4891	1866	BML
2817	1959	BML
83	2586	BML
760	3246	BML
4534	1222	NAM
3276	4735	BML
2022	4679	BML
1645	893	BML
760	1773	BML
1752	2215	BML
4347	648	NAM
258	967	BML
2586	1640	BML
4826	2768	BML
4975	3987	BML
2745	1543	BML
2477	3508	BML
4975	3518	BML
3074	3963	BML
3508	1248	BML
953	967	BML
3265	3424	BML
1551	999	BML
4390	4443	BML
687	1795	NAM
2316	653	NAM
3836	113	BML
217	1102	BML
1616	1937	BML
982	2916	BML
1209	460	BML
1226	851	BML
1551	2005	BML
4777	968	BML
723	3235	BML
2701	3743	BML
982	1146	BML
939	4766	BML
195	1477	BML
982	939	BML
4253	101	NAM
4901	1248	BML
1226	4049	BML
2023	2892	NAM
4390	687	BML
209	4679	BML
4698	3200	BML
1464	4809	BML
169	4937	BML
4826	211	BML
4556	3211	BML
4151	2892	NAM
4009	169	BML
3984	3843	BML
536	3829	BML
3797	2773	NAM
1768	3469	BML
2586	1822	BML
4809	2658	NAM
1868	2780	BML
2660	4190	NAM
2800	4209	BML
1701	2745	BML
2101	4935	BML
2195	2494	NAM
4727	2849	BML
3160	509	BML
217	1464	BML
4534	3441	NAM
1645	3314	NAM
739	4878	BML
865	4735	BML
4455	2661	NAM
3975	4608	NAM
4146	967	BML
4388	1209	BML
308	1405	BML
4562	4777	BML
3773	354	NAM
760	4049	BML
1550	4562	BML
586	1817	BML
4438	2794	BML
81	1706	BML
2399	4645	CIA
2572	4514	BML
2291	398	BML
536	4635	BML
3842	2904	BML
1616	398	BML
1688	2768	BML
843	1091	BML
2572	3369	BML
4392	2399	NAM
2549	3246	BML
4560	4702	NAM
4259	168	BML
4679	2904	BML
573	739	BML
83	4095	BML
209	1619	BML
1146	4603	BML
1464	4814	BML
1787	3424	BML
4245	1532	BML
4190	1022	NAM
195	865	BML
1015	1029	BML
3157	4718	NAM
1226	422	BML
652	1222	NAM
1640	1787	BML
4209	113	BML
739	258	BML
308	3323	BML
4717	3074	BML
168	3633	BML
2281	4705	NAM
4777	603	BML
2291	3578	BML
3276	169	BML
1551	1545	BML
4938	1173	BML
1226	4735	BML
2525	2291	BML
4505	4148	BML
4496	211	BML
3151	3842	BML
4505	4033	BML
1063	3743	BML
4147	3851	NAM
3151	3671	BML
2494	3793	NAM
3839	3469	BML
3151	3160	BML
3892	2799	BML
1150	835	BML
687	4514	BML
4437	3704	BML
386	211	BML
1248	4635	BML
893	4049	BML
3469	3235	BML
2701	5007	BML
1206	668	BML
3421	2456	BML
2316	3491	NAM
4562	3633	BML
1550	760	BML
2332	2536	CIA
2229	2661	NAM
1967	2005	BML
1526	2538	BML
420	4033	BML
3276	2968	BML
924	1102	BML
2226	2701	BML
2098	3440	NAM
2022	509	BML
2692	3424	BML
2916	4836	BML
4994	4017	BML
3081	4110	NAM
3583	4991	BML
2835	2023	NAM
2572	2701	BML
4820	3491	NAM
5007	2124	BML
560	3773	NAM
3246	2023	NAM
1102	1092	BML
308	484	BML
4400	2384	BML
3475	4148	BML
4698	3632	BML
667	1406	BML
3508	3129	BML
1573	3469	BML
3151	3161	CIA
